duration,month,hour,day_of_week,user_type
15,3,23,Thursday,Subscriber
3,3,22,Thursday,Subscriber
2,3,22,Thursday,Subscriber
19,3,22,Thursday,Subscriber
10,3,22,Thursday,Subscriber
19,3,21,Thursday,Subscriber
6,3,21,Thursday,Subscriber
17,3,20,Thursday,Subscriber
6,3,20,Thursday,Subscriber
6,3,20,Thursday,Subscriber
11,3,20,Thursday,Subscriber
8,3,20,Thursday,Subscriber
8,3,19,Thursday,Subscriber
36,3,19,Thursday,Subscriber
5,3,19,Thursday,Subscriber
5,3,19,Thursday,Subscriber
6,3,19,Thursday,Subscriber
12,3,19,Thursday,Subscriber
2,3,19,Thursday,Subscriber
8,3,19,Thursday,Subscriber
6,3,19,Thursday,Subscriber
13,3,18,Thursday,Subscriber
20,3,18,Thursday,Subscriber
21,3,18,Thursday,Customer
14,3,18,Thursday,Subscriber
6,3,18,Thursday,Subscriber
10,3,18,Thursday,Subscriber
4,3,18,Thursday,Subscriber
9,3,18,Thursday,Subscriber
4,3,17,Thursday,Subscriber
7,3,17,Thursday,Subscriber
9,3,17,Thursday,Subscriber
2,3,17,Thursday,Subscriber
14,3,17,Thursday,Subscriber
4,3,17,Thursday,Subscriber
9,3,17,Thursday,Subscriber
4,3,17,Thursday,Subscriber
5,3,17,Thursday,Subscriber
14,3,17,Thursday,Subscriber
22,3,17,Thursday,Customer
20,3,17,Thursday,Subscriber
9,3,17,Thursday,Subscriber
6,3,17,Thursday,Subscriber
10,3,17,Thursday,Subscriber
29,3,17,Thursday,Subscriber
2,3,17,Thursday,Subscriber
12,3,17,Thursday,Subscriber
10,3,17,Thursday,Subscriber
14,3,17,Thursday,Subscriber
5,3,17,Thursday,Subscriber
12,3,17,Thursday,Subscriber
10,3,17,Thursday,Subscriber
6,3,17,Thursday,Subscriber
14,3,17,Thursday,Subscriber
5,3,16,Thursday,Subscriber
8,3,16,Thursday,Subscriber
19,3,16,Thursday,Subscriber
12,3,16,Thursday,Subscriber
8,3,16,Thursday,Subscriber
10,3,16,Thursday,Subscriber
4,3,16,Thursday,Subscriber
9,3,16,Thursday,Subscriber
18,3,16,Thursday,Subscriber
26,3,16,Thursday,Customer
3,3,16,Thursday,Subscriber
12,3,16,Thursday,Customer
16,3,16,Thursday,Subscriber
2,3,16,Thursday,Subscriber
37,3,16,Thursday,Subscriber
25,3,15,Thursday,Customer
11,3,15,Thursday,Subscriber
11,3,15,Thursday,Subscriber
8,3,15,Thursday,Subscriber
30,3,15,Thursday,Subscriber
29,3,15,Thursday,Customer
23,3,15,Thursday,Subscriber
3,3,15,Thursday,Subscriber
3,3,15,Thursday,Subscriber
10,3,14,Thursday,Customer
16,3,14,Thursday,Subscriber
24,3,14,Thursday,Customer
10,3,14,Thursday,Subscriber
5,3,14,Thursday,Customer
25,3,14,Thursday,Subscriber
3,3,14,Thursday,Subscriber
189,3,14,Thursday,Subscriber
6,3,13,Thursday,Subscriber
1,3,13,Thursday,Subscriber
26,3,13,Thursday,Customer
91,3,12,Thursday,Customer
5,3,12,Thursday,Subscriber
7,3,12,Thursday,Subscriber
4,3,11,Thursday,Subscriber
8,3,11,Thursday,Subscriber
10,3,11,Thursday,Subscriber
9,3,11,Thursday,Subscriber
14,3,11,Thursday,Subscriber
42,3,11,Thursday,Customer
5,3,11,Thursday,Subscriber
16,3,10,Thursday,Subscriber
4,3,10,Thursday,Subscriber
2,3,9,Thursday,Subscriber
7,3,9,Thursday,Subscriber
10,3,9,Thursday,Subscriber
21,3,9,Thursday,Subscriber
12,3,8,Thursday,Subscriber
13,3,8,Thursday,Subscriber
18,3,8,Thursday,Subscriber
7,3,8,Thursday,Subscriber
20,3,8,Thursday,Customer
9,3,8,Thursday,Subscriber
3,3,7,Thursday,Subscriber
7,3,7,Thursday,Subscriber
6,3,7,Thursday,Subscriber
2,3,7,Thursday,Subscriber
3,3,7,Thursday,Subscriber
7,3,6,Thursday,Subscriber
11,3,6,Thursday,Subscriber
6,3,6,Thursday,Subscriber
7,3,6,Thursday,Subscriber
6,3,4,Thursday,Subscriber
9,3,0,Thursday,Subscriber
17,3,23,Wednesday,Subscriber
17,3,21,Wednesday,Subscriber
12,3,21,Wednesday,Subscriber
11,3,19,Wednesday,Subscriber
3,3,19,Wednesday,Subscriber
10,3,19,Wednesday,Subscriber
14,3,19,Wednesday,Subscriber
10,3,19,Wednesday,Subscriber
6,3,19,Wednesday,Subscriber
24,3,19,Wednesday,Subscriber
6,3,18,Wednesday,Subscriber
10,3,18,Wednesday,Subscriber
5,3,18,Wednesday,Subscriber
2,3,18,Wednesday,Subscriber
6,3,18,Wednesday,Subscriber
16,3,18,Wednesday,Subscriber
9,3,17,Wednesday,Subscriber
18,3,17,Wednesday,Subscriber
10,3,17,Wednesday,Subscriber
2,3,17,Wednesday,Subscriber
22,3,17,Wednesday,Subscriber
5,3,17,Wednesday,Customer
5,3,17,Wednesday,Subscriber
7,3,17,Wednesday,Subscriber
20,3,17,Wednesday,Subscriber
12,3,17,Wednesday,Subscriber
3,3,17,Wednesday,Subscriber
3,3,17,Wednesday,Subscriber
5,3,17,Wednesday,Subscriber
11,3,17,Wednesday,Subscriber
9,3,17,Wednesday,Subscriber
16,3,16,Wednesday,Subscriber
9,3,16,Wednesday,Subscriber
3,3,16,Wednesday,Subscriber
9,3,16,Wednesday,Subscriber
4,3,16,Wednesday,Subscriber
10,3,16,Wednesday,Subscriber
6,3,16,Wednesday,Subscriber
35,3,16,Wednesday,Customer
2,3,16,Wednesday,Subscriber
11,3,15,Wednesday,Subscriber
11,3,15,Wednesday,Subscriber
27,3,15,Wednesday,Customer
10,3,15,Wednesday,Subscriber
4,3,15,Wednesday,Subscriber
12,3,15,Wednesday,Subscriber
10,3,15,Wednesday,Subscriber
10,3,15,Wednesday,Subscriber
40,3,15,Wednesday,Customer
14,3,15,Wednesday,Subscriber
12,3,15,Wednesday,Subscriber
8,3,15,Wednesday,Customer
10,3,15,Wednesday,Subscriber
16,3,15,Wednesday,Customer
18,3,15,Wednesday,Subscriber
9,3,14,Wednesday,Subscriber
5,3,14,Wednesday,Subscriber
5,3,14,Wednesday,Subscriber
3,3,14,Wednesday,Subscriber
14,3,14,Wednesday,Subscriber
19,3,14,Wednesday,Subscriber
5,3,13,Wednesday,Subscriber
50,3,13,Wednesday,Customer
10,3,13,Wednesday,Subscriber
5,3,13,Wednesday,Subscriber
20,3,13,Wednesday,Subscriber
12,3,13,Wednesday,Subscriber
4,3,13,Wednesday,Subscriber
15,3,13,Wednesday,Subscriber
7,3,13,Wednesday,Subscriber
5,3,13,Wednesday,Subscriber
13,3,13,Wednesday,Subscriber
10,3,13,Wednesday,Subscriber
4,3,13,Wednesday,Customer
7,3,12,Wednesday,Customer
16,3,12,Wednesday,Customer
22,3,12,Wednesday,Subscriber
3,3,12,Wednesday,Subscriber
21,3,12,Wednesday,Subscriber
3,3,12,Wednesday,Subscriber
6,3,12,Wednesday,Subscriber
6,3,12,Wednesday,Subscriber
19,3,12,Wednesday,Subscriber
4,3,11,Wednesday,Subscriber
28,3,11,Wednesday,Subscriber
22,3,11,Wednesday,Customer
38,3,10,Wednesday,Customer
3,3,10,Wednesday,Subscriber
1,3,9,Wednesday,Subscriber
7,3,9,Wednesday,Subscriber
2,3,9,Wednesday,Subscriber
9,3,9,Wednesday,Subscriber
18,3,9,Wednesday,Subscriber
12,3,9,Wednesday,Subscriber
5,3,9,Wednesday,Subscriber
5,3,9,Wednesday,Subscriber
11,3,8,Wednesday,Subscriber
8,3,8,Wednesday,Subscriber
5,3,8,Wednesday,Subscriber
11,3,8,Wednesday,Subscriber
5,3,8,Wednesday,Subscriber
13,3,8,Wednesday,Subscriber
3,3,8,Wednesday,Subscriber
7,3,8,Wednesday,Subscriber
7,3,8,Wednesday,Subscriber
9,3,8,Wednesday,Subscriber
2,3,8,Wednesday,Subscriber
5,3,8,Wednesday,Subscriber
4,3,8,Wednesday,Subscriber
4,3,8,Wednesday,Subscriber
10,3,8,Wednesday,Subscriber
10,3,8,Wednesday,Subscriber
9,3,8,Wednesday,Subscriber
10,3,8,Wednesday,Subscriber
33,3,8,Wednesday,Customer
25,3,8,Wednesday,Subscriber
4,3,8,Wednesday,Subscriber
7,3,8,Wednesday,Subscriber
2,3,8,Wednesday,Subscriber
4,3,7,Wednesday,Subscriber
6,3,7,Wednesday,Subscriber
5,3,7,Wednesday,Subscriber
5,3,7,Wednesday,Subscriber
13,3,7,Wednesday,Subscriber
2,3,7,Wednesday,Subscriber
3,3,7,Wednesday,Subscriber
9,3,7,Wednesday,Subscriber
16,3,7,Wednesday,Subscriber
2,3,7,Wednesday,Subscriber
16,3,7,Wednesday,Subscriber
5,3,7,Wednesday,Subscriber
6,3,7,Wednesday,Subscriber
2,3,7,Wednesday,Subscriber
11,3,7,Wednesday,Subscriber
17,3,7,Wednesday,Subscriber
8,3,7,Wednesday,Subscriber
8,3,7,Wednesday,Subscriber
9,3,7,Wednesday,Subscriber
9,3,7,Wednesday,Subscriber
4,3,6,Wednesday,Subscriber
6,3,6,Wednesday,Subscriber
9,3,6,Wednesday,Subscriber
24,3,6,Wednesday,Subscriber
4,3,6,Wednesday,Subscriber
6,3,6,Wednesday,Subscriber
17,3,6,Wednesday,Subscriber
4,3,6,Wednesday,Subscriber
15,3,6,Wednesday,Subscriber
6,3,6,Wednesday,Subscriber
21,3,6,Wednesday,Subscriber
9,3,5,Wednesday,Subscriber
9,3,4,Wednesday,Subscriber
14,3,0,Wednesday,Subscriber
3,3,22,Tuesday,Subscriber
10,3,22,Tuesday,Subscriber
8,3,22,Tuesday,Subscriber
2,3,22,Tuesday,Subscriber
4,3,21,Tuesday,Subscriber
2,3,21,Tuesday,Subscriber
3,3,21,Tuesday,Subscriber
3,3,20,Tuesday,Subscriber
13,3,20,Tuesday,Subscriber
23,3,20,Tuesday,Subscriber
5,3,20,Tuesday,Subscriber
16,3,20,Tuesday,Subscriber
12,3,20,Tuesday,Subscriber
12,3,20,Tuesday,Subscriber
4,3,19,Tuesday,Subscriber
6,3,19,Tuesday,Subscriber
32,3,19,Tuesday,Customer
10,3,19,Tuesday,Subscriber
5,3,19,Tuesday,Subscriber
11,3,19,Tuesday,Subscriber
9,3,19,Tuesday,Subscriber
23,3,19,Tuesday,Subscriber
26,3,19,Tuesday,Subscriber
6,3,19,Tuesday,Subscriber
13,3,19,Tuesday,Subscriber
6,3,18,Tuesday,Subscriber
8,3,18,Tuesday,Subscriber
4,3,18,Tuesday,Subscriber
12,3,18,Tuesday,Subscriber
14,3,18,Tuesday,Subscriber
10,3,18,Tuesday,Subscriber
14,3,18,Tuesday,Subscriber
2,3,18,Tuesday,Subscriber
52,3,18,Tuesday,Customer
1,3,18,Tuesday,Subscriber
6,3,18,Tuesday,Subscriber
6,3,18,Tuesday,Subscriber
14,3,18,Tuesday,Subscriber
10,3,18,Tuesday,Subscriber
12,3,17,Tuesday,Subscriber
16,3,17,Tuesday,Subscriber
17,3,17,Tuesday,Customer
44,3,17,Tuesday,Customer
6,3,17,Tuesday,Subscriber
12,3,17,Tuesday,Subscriber
8,3,17,Tuesday,Subscriber
17,3,17,Tuesday,Subscriber
5,3,17,Tuesday,Subscriber
23,3,17,Tuesday,Subscriber
7,3,17,Tuesday,Subscriber
6,3,17,Tuesday,Subscriber
6,3,17,Tuesday,Subscriber
7,3,17,Tuesday,Subscriber
9,3,17,Tuesday,Subscriber
11,3,17,Tuesday,Subscriber
9,3,17,Tuesday,Subscriber
20,3,17,Tuesday,Subscriber
22,3,17,Tuesday,Customer
14,3,17,Tuesday,Subscriber
2,3,16,Tuesday,Subscriber
5,3,16,Tuesday,Subscriber
14,3,16,Tuesday,Subscriber
11,3,16,Tuesday,Subscriber
22,3,16,Tuesday,Subscriber
8,3,16,Tuesday,Subscriber
4,3,16,Tuesday,Subscriber
7,3,16,Tuesday,Subscriber
10,3,16,Tuesday,Subscriber
5,3,16,Tuesday,Subscriber
16,3,16,Tuesday,Customer
7,3,16,Tuesday,Subscriber
8,3,16,Tuesday,Subscriber
5,3,16,Tuesday,Subscriber
12,3,16,Tuesday,Subscriber
18,3,15,Tuesday,Customer
19,3,15,Tuesday,Subscriber
26,3,15,Tuesday,Subscriber
9,3,15,Tuesday,Subscriber
4,3,15,Tuesday,Subscriber
27,3,15,Tuesday,Customer
23,3,15,Tuesday,Subscriber
10,3,15,Tuesday,Subscriber
14,3,15,Tuesday,Subscriber
5,3,15,Tuesday,Subscriber
7,3,15,Tuesday,Subscriber
2,3,14,Tuesday,Subscriber
10,3,14,Tuesday,Subscriber
7,3,14,Tuesday,Customer
11,3,14,Tuesday,Subscriber
26,3,14,Tuesday,Subscriber
4,3,14,Tuesday,Customer
6,3,14,Tuesday,Subscriber
18,3,14,Tuesday,Customer
7,3,14,Tuesday,Customer
2,3,13,Tuesday,Subscriber
1,3,13,Tuesday,Customer
3,3,13,Tuesday,Subscriber
24,3,13,Tuesday,Subscriber
16,3,13,Tuesday,Customer
11,3,12,Tuesday,Subscriber
16,3,12,Tuesday,Subscriber
5,3,12,Tuesday,Subscriber
2,3,12,Tuesday,Subscriber
3,3,12,Tuesday,Subscriber
32,3,12,Tuesday,Customer
14,3,12,Tuesday,Subscriber
9,3,12,Tuesday,Subscriber
4,3,11,Tuesday,Subscriber
2,3,11,Tuesday,Subscriber
11,3,11,Tuesday,Subscriber
18,3,11,Tuesday,Customer
15,3,11,Tuesday,Subscriber
11,3,11,Tuesday,Subscriber
15,3,11,Tuesday,Customer
27,3,10,Tuesday,Subscriber
7,3,10,Tuesday,Subscriber
14,3,10,Tuesday,Subscriber
9,3,10,Tuesday,Customer
24,3,9,Tuesday,Customer
9,3,9,Tuesday,Subscriber
4,3,9,Tuesday,Subscriber
4,3,8,Tuesday,Subscriber
10,3,8,Tuesday,Subscriber
10,3,8,Tuesday,Subscriber
10,3,8,Tuesday,Subscriber
9,3,8,Tuesday,Subscriber
18,3,8,Tuesday,Subscriber
9,3,8,Tuesday,Subscriber
5,3,8,Tuesday,Subscriber
21,3,8,Tuesday,Subscriber
10,3,8,Tuesday,Subscriber
13,3,8,Tuesday,Subscriber
7,3,8,Tuesday,Subscriber
15,3,8,Tuesday,Subscriber
5,3,8,Tuesday,Subscriber
3,3,8,Tuesday,Subscriber
24,3,8,Tuesday,Subscriber
16,3,8,Tuesday,Subscriber
9,3,7,Tuesday,Subscriber
7,3,7,Tuesday,Subscriber
12,3,7,Tuesday,Subscriber
15,3,7,Tuesday,Subscriber
9,3,7,Tuesday,Subscriber
4,3,7,Tuesday,Subscriber
3,3,7,Tuesday,Subscriber
4,3,7,Tuesday,Subscriber
4,3,7,Tuesday,Subscriber
10,3,6,Tuesday,Subscriber
2,3,6,Tuesday,Subscriber
6,3,6,Tuesday,Subscriber
10,3,6,Tuesday,Subscriber
19,3,6,Tuesday,Subscriber
17,3,6,Tuesday,Subscriber
30,3,6,Tuesday,Subscriber
19,3,6,Tuesday,Subscriber
11,3,6,Tuesday,Subscriber
5,3,23,Monday,Subscriber
3,3,22,Monday,Subscriber
12,3,21,Monday,Subscriber
1,3,21,Monday,Subscriber
18,3,20,Monday,Subscriber
8,3,20,Monday,Subscriber
4,3,20,Monday,Subscriber
16,3,19,Monday,Subscriber
4,3,19,Monday,Subscriber
7,3,19,Monday,Subscriber
4,3,19,Monday,Subscriber
2,3,19,Monday,Subscriber
2,3,19,Monday,Subscriber
14,3,19,Monday,Customer
7,3,19,Monday,Subscriber
19,3,18,Monday,Subscriber
5,3,18,Monday,Subscriber
5,3,18,Monday,Subscriber
20,3,18,Monday,Subscriber
8,3,18,Monday,Subscriber
3,3,18,Monday,Subscriber
12,3,18,Monday,Subscriber
8,3,18,Monday,Subscriber
9,3,18,Monday,Subscriber
7,3,17,Monday,Subscriber
3,3,17,Monday,Subscriber
7,3,17,Monday,Subscriber
7,3,17,Monday,Subscriber
8,3,17,Monday,Subscriber
19,3,17,Monday,Subscriber
8,3,17,Monday,Subscriber
4,3,17,Monday,Subscriber
8,3,17,Monday,Subscriber
13,3,17,Monday,Subscriber
16,3,17,Monday,Subscriber
3,3,17,Monday,Subscriber
18,3,17,Monday,Subscriber
19,3,17,Monday,Subscriber
10,3,17,Monday,Subscriber
9,3,17,Monday,Subscriber
18,3,17,Monday,Subscriber
18,3,17,Monday,Customer
4,3,17,Monday,Subscriber
42,3,17,Monday,Customer
15,3,17,Monday,Subscriber
25,3,17,Monday,Subscriber
1,3,17,Monday,Subscriber
12,3,17,Monday,Subscriber
6,3,17,Monday,Subscriber
14,3,16,Monday,Customer
23,3,16,Monday,Subscriber
7,3,16,Monday,Subscriber
6,3,16,Monday,Subscriber
12,3,16,Monday,Subscriber
9,3,16,Monday,Subscriber
5,3,16,Monday,Subscriber
11,3,16,Monday,Subscriber
32,3,16,Monday,Subscriber
27,3,15,Monday,Subscriber
9,3,15,Monday,Subscriber
5,3,15,Monday,Subscriber
2,3,15,Monday,Subscriber
13,3,14,Monday,Subscriber
11,3,14,Monday,Subscriber
23,3,14,Monday,Subscriber
2,3,14,Monday,Subscriber
5,3,14,Monday,Subscriber
4,3,14,Monday,Subscriber
8,3,13,Monday,Subscriber
9,3,13,Monday,Subscriber
6,3,13,Monday,Subscriber
5,3,13,Monday,Subscriber
2,3,13,Monday,Subscriber
10,3,13,Monday,Subscriber
22,3,13,Monday,Subscriber
13,3,12,Monday,Subscriber
8,3,12,Monday,Subscriber
3,3,12,Monday,Subscriber
9,3,12,Monday,Subscriber
3,3,11,Monday,Subscriber
6,3,11,Monday,Subscriber
8,3,11,Monday,Subscriber
6,3,11,Monday,Subscriber
26,3,10,Monday,Subscriber
8,3,10,Monday,Subscriber
16,3,10,Monday,Customer
7,3,10,Monday,Subscriber
2,3,10,Monday,Subscriber
8,3,9,Monday,Subscriber
7,3,9,Monday,Subscriber
4,3,9,Monday,Subscriber
12,3,9,Monday,Subscriber
15,3,9,Monday,Subscriber
18,3,9,Monday,Subscriber
7,3,9,Monday,Subscriber
4,3,9,Monday,Subscriber
15,3,8,Monday,Subscriber
17,3,8,Monday,Subscriber
17,3,8,Monday,Subscriber
20,3,8,Monday,Subscriber
4,3,8,Monday,Subscriber
7,3,8,Monday,Subscriber
7,3,8,Monday,Subscriber
22,3,8,Monday,Subscriber
10,3,8,Monday,Subscriber
4,3,7,Monday,Subscriber
4,3,7,Monday,Subscriber
9,3,7,Monday,Subscriber
16,3,7,Monday,Subscriber
22,3,7,Monday,Subscriber
11,3,7,Monday,Subscriber
11,3,7,Monday,Subscriber
16,3,7,Monday,Subscriber
9,3,7,Monday,Subscriber
18,3,7,Monday,Subscriber
13,3,7,Monday,Subscriber
15,3,7,Monday,Subscriber
4,3,6,Monday,Subscriber
2,3,6,Monday,Subscriber
15,3,6,Monday,Subscriber
6,3,6,Monday,Subscriber
4,3,6,Monday,Subscriber
5,3,6,Monday,Subscriber
8,3,6,Monday,Subscriber
9,3,5,Monday,Subscriber
26,3,5,Monday,Subscriber
14,3,2,Monday,Subscriber
5,3,21,Sunday,Subscriber
75,3,19,Sunday,Customer
78,3,19,Sunday,Customer
3,3,18,Sunday,Subscriber
4,3,18,Sunday,Subscriber
14,3,18,Sunday,Subscriber
3,3,17,Sunday,Subscriber
4,3,16,Sunday,Subscriber
5,3,16,Sunday,Customer
16,3,16,Sunday,Customer
20,3,16,Sunday,Subscriber
8,3,16,Sunday,Subscriber
13,3,16,Sunday,Subscriber
23,3,16,Sunday,Subscriber
7,3,16,Sunday,Subscriber
47,3,16,Sunday,Customer
9,3,16,Sunday,Customer
13,3,16,Sunday,Customer
15,3,15,Sunday,Customer
30,3,15,Sunday,Customer
13,3,15,Sunday,Subscriber
12,3,15,Sunday,Customer
28,3,15,Sunday,Customer
3,3,15,Sunday,Subscriber
9,3,15,Sunday,Subscriber
13,3,15,Sunday,Customer
8,3,15,Sunday,Subscriber
15,3,15,Sunday,Customer
13,3,15,Sunday,Customer
28,3,15,Sunday,Subscriber
23,3,15,Sunday,Subscriber
29,3,15,Sunday,Subscriber
8,3,15,Sunday,Subscriber
18,3,14,Sunday,Subscriber
13,3,14,Sunday,Subscriber
19,3,14,Sunday,Subscriber
12,3,14,Sunday,Subscriber
60,3,14,Sunday,Customer
21,3,14,Sunday,Customer
9,3,14,Sunday,Subscriber
12,3,14,Sunday,Customer
2,3,14,Sunday,Subscriber
62,3,14,Sunday,Customer
15,3,14,Sunday,Customer
16,3,14,Sunday,Customer
10,3,13,Sunday,Subscriber
16,3,13,Sunday,Subscriber
9,3,13,Sunday,Customer
9,3,13,Sunday,Subscriber
19,3,13,Sunday,Customer
14,3,13,Sunday,Customer
11,3,13,Sunday,Subscriber
6,3,13,Sunday,Subscriber
16,3,13,Sunday,Subscriber
31,3,13,Sunday,Customer
19,3,13,Sunday,Customer
31,3,12,Sunday,Customer
4,3,12,Sunday,Subscriber
17,3,12,Sunday,Subscriber
6,3,12,Sunday,Subscriber
73,3,12,Sunday,Customer
14,3,12,Sunday,Customer
21,3,12,Sunday,Customer
2,3,12,Sunday,Customer
36,3,12,Sunday,Customer
50,3,12,Sunday,Subscriber
51,3,12,Sunday,Customer
11,3,11,Sunday,Customer
15,3,11,Sunday,Subscriber
2,3,11,Sunday,Subscriber
15,3,11,Sunday,Subscriber
2,3,11,Sunday,Subscriber
26,3,11,Sunday,Customer
11,3,11,Sunday,Subscriber
13,3,11,Sunday,Subscriber
24,3,10,Sunday,Subscriber
32,3,10,Sunday,Customer
21,3,10,Sunday,Customer
6,3,10,Sunday,Subscriber
17,3,10,Sunday,Customer
8,3,10,Sunday,Subscriber
8,3,10,Sunday,Subscriber
17,3,10,Sunday,Subscriber
21,3,10,Sunday,Customer
20,3,9,Sunday,Subscriber
18,3,9,Sunday,Customer
22,3,9,Sunday,Customer
5,3,9,Sunday,Subscriber
57,3,9,Sunday,Customer
24,3,9,Sunday,Customer
7,3,8,Sunday,Subscriber
100,3,8,Sunday,Subscriber
18,3,6,Sunday,Subscriber
15,3,3,Sunday,Subscriber
12,3,2,Sunday,Subscriber
36,3,1,Sunday,Customer
18,3,1,Sunday,Subscriber
20,3,0,Sunday,Customer
7,3,23,Saturday,Subscriber
4,3,23,Saturday,Subscriber
14,3,23,Saturday,Subscriber
4,3,22,Saturday,Subscriber
9,3,22,Saturday,Subscriber
15,3,21,Saturday,Subscriber
9,3,20,Saturday,Subscriber
13,3,19,Saturday,Subscriber
8,3,19,Saturday,Subscriber
1,3,19,Saturday,Subscriber
3,3,19,Saturday,Subscriber
3,3,19,Saturday,Subscriber
9,3,19,Saturday,Subscriber
33,3,18,Saturday,Subscriber
14,3,18,Saturday,Customer
8,3,18,Saturday,Customer
14,3,18,Saturday,Subscriber
8,3,18,Saturday,Subscriber
23,3,18,Saturday,Customer
1,3,18,Saturday,Subscriber
25,3,18,Saturday,Subscriber
27,3,18,Saturday,Customer
11,3,17,Saturday,Customer
7,3,17,Saturday,Subscriber
41,3,17,Saturday,Customer
63,3,17,Saturday,Subscriber
22,3,17,Saturday,Customer
32,3,17,Saturday,Customer
17,3,17,Saturday,Subscriber
20,3,17,Saturday,Customer
23,3,17,Saturday,Customer
17,3,17,Saturday,Customer
17,3,17,Saturday,Subscriber
100,3,17,Saturday,Customer
34,3,17,Saturday,Customer
18,3,17,Saturday,Customer
11,3,17,Saturday,Subscriber
6,3,17,Saturday,Subscriber
19,3,16,Saturday,Customer
40,3,16,Saturday,Subscriber
9,3,16,Saturday,Subscriber
10,3,16,Saturday,Customer
4,3,16,Saturday,Subscriber
2,3,16,Saturday,Subscriber
56,3,16,Saturday,Customer
29,3,16,Saturday,Customer
43,3,16,Saturday,Customer
16,3,16,Saturday,Customer
9,3,16,Saturday,Subscriber
5,3,16,Saturday,Subscriber
5,3,16,Saturday,Subscriber
13,3,16,Saturday,Subscriber
20,3,16,Saturday,Customer
6,3,16,Saturday,Subscriber
21,3,16,Saturday,Customer
2,3,16,Saturday,Subscriber
19,3,16,Saturday,Subscriber
19,3,15,Saturday,Customer
8,3,15,Saturday,Subscriber
3,3,15,Saturday,Subscriber
25,3,15,Saturday,Subscriber
6,3,15,Saturday,Subscriber
24,3,15,Saturday,Subscriber
52,3,15,Saturday,Customer
15,3,15,Saturday,Customer
15,3,15,Saturday,Customer
11,3,15,Saturday,Customer
20,3,15,Saturday,Customer
22,3,15,Saturday,Customer
214,3,15,Saturday,Customer
19,3,15,Saturday,Customer
20,3,15,Saturday,Subscriber
6,3,15,Saturday,Subscriber
11,3,15,Saturday,Subscriber
23,3,14,Saturday,Subscriber
1,3,14,Saturday,Customer
14,3,14,Saturday,Customer
32,3,14,Saturday,Customer
16,3,14,Saturday,Subscriber
9,3,14,Saturday,Subscriber
23,3,14,Saturday,Subscriber
23,3,14,Saturday,Subscriber
43,3,14,Saturday,Customer
18,3,14,Saturday,Customer
25,3,14,Saturday,Subscriber
25,3,14,Saturday,Subscriber
17,3,13,Saturday,Customer
24,3,13,Saturday,Customer
25,3,13,Saturday,Customer
14,3,13,Saturday,Subscriber
30,3,13,Saturday,Customer
19,3,13,Saturday,Subscriber
30,3,13,Saturday,Customer
2,3,13,Saturday,Subscriber
21,3,13,Saturday,Subscriber
22,3,13,Saturday,Subscriber
22,3,13,Saturday,Customer
30,3,13,Saturday,Customer
21,3,13,Saturday,Subscriber
22,3,13,Saturday,Customer
11,3,13,Saturday,Subscriber
9,3,13,Saturday,Subscriber
12,3,13,Saturday,Customer
28,3,13,Saturday,Customer
2,3,12,Saturday,Subscriber
28,3,12,Saturday,Subscriber
6,3,12,Saturday,Subscriber
16,3,12,Saturday,Customer
13,3,12,Saturday,Subscriber
4,3,12,Saturday,Subscriber
10,3,12,Saturday,Subscriber
23,3,12,Saturday,Customer
35,3,12,Saturday,Customer
4,3,12,Saturday,Subscriber
1,3,12,Saturday,Subscriber
3,3,12,Saturday,Subscriber
21,3,12,Saturday,Subscriber
25,3,12,Saturday,Customer
14,3,12,Saturday,Customer
9,3,12,Saturday,Customer
12,3,12,Saturday,Subscriber
16,3,12,Saturday,Subscriber
76,3,12,Saturday,Customer
27,3,11,Saturday,Customer
11,3,11,Saturday,Subscriber
22,3,11,Saturday,Customer
13,3,11,Saturday,Subscriber
49,3,11,Saturday,Customer
7,3,11,Saturday,Subscriber
4,3,11,Saturday,Subscriber
35,3,11,Saturday,Customer
4,3,11,Saturday,Subscriber
8,3,11,Saturday,Subscriber
5,3,10,Saturday,Subscriber
9,3,10,Saturday,Customer
5,3,10,Saturday,Subscriber
10,3,10,Saturday,Subscriber
6,3,10,Saturday,Subscriber
5,3,10,Saturday,Subscriber
22,3,9,Saturday,Customer
8,3,9,Saturday,Subscriber
23,3,9,Saturday,Customer
2,3,9,Saturday,Subscriber
7,3,8,Saturday,Subscriber
11,3,8,Saturday,Subscriber
5,3,8,Saturday,Subscriber
13,3,8,Saturday,Subscriber
7,3,7,Saturday,Subscriber
12,3,7,Saturday,Subscriber
12,3,6,Saturday,Subscriber
11,3,1,Saturday,Subscriber
15,3,1,Saturday,Subscriber
12,3,0,Saturday,Subscriber
6,3,23,Friday,Subscriber
7,3,22,Friday,Subscriber
2,3,22,Friday,Subscriber
7,3,22,Friday,Subscriber
15,3,21,Friday,Customer
7,3,20,Friday,Customer
6,3,20,Friday,Subscriber
9,3,20,Friday,Subscriber
1,3,20,Friday,Subscriber
10,3,19,Friday,Subscriber
16,3,19,Friday,Subscriber
24,3,19,Friday,Customer
11,3,19,Friday,Subscriber
6,3,18,Friday,Subscriber
2,3,18,Friday,Customer
16,3,18,Friday,Subscriber
7,3,18,Friday,Subscriber
31,3,18,Friday,Customer
6,3,18,Friday,Subscriber
4,3,18,Friday,Subscriber
8,3,18,Friday,Subscriber
7,3,18,Friday,Subscriber
